固体物理,https://www.icourse163.org/course/NEU-1466013178
半导体物理,https://www.icourse163.org/course/NEU-1466006179
计算机视觉,https://www.icourse163.org/course/NEU-1465996192
基础工业工程,https://www.icourse163.org/course/NEU-1465996191
金属矿床地下开采,https://www.icourse163.org/course/NEU-1466018173
混凝土结构设计原理,https://www.icourse163.org/course/NEU-1464046183
电动汽车概论,https://www.icourse163.org/course/NEU-1464030186
材料成型机械设备,https://www.icourse163.org/course/NEU-1464049176
过程控制系统,https://www.icourse163.org/course/NEU-1464053177
遥感原理与应用,https://www.icourse163.org/course/NEU-1463121161
机器学习与模式识别,https://www.icourse163.org/course/NEU-1462101162
质量管理与可靠性,https://www.icourse163.org/course/NEU-1461794176
篮球团队合作与实战应用教程,https://www.icourse163.org/course/NEU-1461793181
算法设计与分析,https://www.icourse163.org/course/NEU-1461808173
泵与风机,https://www.icourse163.org/course/NEU-1461789169
数据科学基础（Matlab）,https://www.icourse163.org/course/NEU-1461807175
电子元器件应用,https://www.icourse163.org/course/NEU-1461535164
金属凝固,https://www.icourse163.org/course/NEU-1460549162
应用岩石力学,https://www.icourse163.org/course/NEU-1456829163
流体输配管网,https://www.icourse163.org/course/DUT-1470423176
国际工程管理概论,https://www.icourse163.org/course/DUT-1464119162
建筑结构抗震,https://www.icourse163.org/course/DUT-1464020185
生物工程综合实验,https://www.icourse163.org/course/DUT-1463199175
无损检测新技术,https://www.icourse163.org/course/DUT-1463118161
人工智能基础,https://www.icourse163.org/course/DUT-1463110162
化工原理实验,https://www.icourse163.org/course/DUT-1463099162
道路工程施工,https://www.icourse163.org/course/DUT-1461783177
理论力学（英文）,https://www.icourse163.org/course/DUT-1461784182
仪器分析实验,https://www.icourse163.org/course/DUT-1461782179
有机化学实验（下）,https://www.icourse163.org/course/DUT-1460820161
有机化学实验（上）,https://www.icourse163.org/course/DUT-1460819161
优化方法,https://www.icourse163.org/course/DUT-1460813162
无机化学实验（英文）,https://www.icourse163.org/course/DUT-1460807163
化学实验室安全基础,https://www.icourse163.org/course/DUT-1460817161
城市管理学,https://www.icourse163.org/course/DUT-1460669162
物理化学实验,https://www.icourse163.org/course/DUT-1457864177
组织行为学,https://www.icourse163.org/course/DUT-1455364162
3D工程制图实践—Autodesk Inventor,https://www.icourse163.org/course/DUT-1450311311
面向对象方法与C++程序设计,https://www.icourse163.org/course/DUT-1449927199
随机过程,https://www.icourse163.org/course/ECNU-1466011171
生态环境与人类发展,https://www.icourse163.org/course/ECNU-1466016175
热学,https://www.icourse163.org/course/ECNU-1465998175
美的设计,https://www.icourse163.org/course/ECNU-1466002174
海洋与生命,https://www.icourse163.org/course/ECNU-1466015174
体育英语II,https://www.icourse163.org/course/ECNU-1466001168
运动技能学习与控制,https://www.icourse163.org/course/ECNU-1461187163
特殊学校语文教材教法,https://www.icourse163.org/course/ECNU-1461168179
儿童语言康复学,https://www.icourse163.org/course/ECNU-1461167174
世界地理,https://www.icourse163.org/course/ECNU-1461170170
音乐聆听,https://www.icourse163.org/course/ECNU-1460927175
新闻法规与伦理,https://www.icourse163.org/course/ECNU-1460905171
心理学与生活,https://www.icourse163.org/course/ECNU-1460925166
微生物星球,https://www.icourse163.org/course/ECNU-1460898174
体育游戏与基本体操,https://www.icourse163.org/course/ECNU-1460928168
体育英语I,https://www.icourse163.org/course/ECNU-1460918171
体育概论,https://www.icourse163.org/course/ECNU-1460897174
江南史（下）,https://www.icourse163.org/course/ECNU-1460920171
江南史（上）,https://www.icourse163.org/course/ECNU-1460901172
儿童舞蹈教育,https://www.icourse163.org/course/ECNU-1460922168
人权法学,https://www.icourse163.org/course/JLU-1464102162
走进计算机,https://www.icourse163.org/course/JLU-1449787167
模拟电子电路,https://www.icourse163.org/course/JLU-1449800166
机械精度设计基础,https://www.icourse163.org/course/JLU-1207188805
综合日语实践——基础日语1,https://www.icourse163.org/course/JLU-1205723807
控制工程基础,https://www.icourse163.org/course/JLU-1205800824
国际学术交流英语,https://www.icourse163.org/course/JLU-1205812821
材料学概论,https://www.icourse163.org/course/JLU-1205797819
